fraction,min_risk,max_stop,confirm_window,train_n,train_expectancy,train_winrate,train_dd,train_sharpe,val_n,val_expectancy,val_winrate,val_dd,val_sharpe,test_n,test_expectancy,test_winrate,test_dd,test_sharpe
0.7,0.3,1.5,10,264,0.06111824245848902,0.7954545454545454,4.861637622085982,0.09083750605295507,80,0.0517859722660177,0.775,5.0,0.07896179305177126,97,0.14585673508305083,0.845360824742268,3.5368233186034246,0.23354038098119703
0.7,0.3,1.5,20,325,0.12768648642076752,0.8153846153846154,4.44234811249283,0.18494799871560272,104,0.004667082774175621,0.75,5.921024014499328,0.007175530562521298,128,0.1531453379076289,0.828125,3.8215041128084586,0.22970530433486247
0.7,0.3,1.5,30,397,0.10457466577540388,0.7858942065491183,11.501044356970958,0.14267064561765902,132,-0.009069343668761415,0.696969696969697,13.233344294838055,-0.011982656003550092,150,0.10260800949967785,0.7866666666666666,5.6780732882885925,0.14576785396076697
0.7,0.3,2.0,10,252,0.09359490624795294,0.8293650793650794,4.369098117004145,0.14168910725690667,78,0.04614464482073227,0.782051282051282,5.0,0.07232657763153953,94,0.1830487302245372,0.8936170212765957,2.7727943918118463,0.32354990382443677
0.7,0.3,2.0,20,309,0.13580408688644016,0.8414239482200647,3.0,0.20760144360849253,100,0.025065052284407648,0.78,6.579585416301086,0.041136160369418265,119,0.19390749933106247,0.8739495798319328,3.0,0.3130096263482612
0.7,0.3,2.0,30,379,0.13217347934750792,0.820580474934037,7.268519162247323,0.18916996268276667,123,-0.02215741862359046,0.6991869918699187,14.255382686550542,-0.029694387330473304,141,0.11986157955763813,0.8156028368794326,3.6263391207979314,0.17752497057575126
0.7,0.3,2.5,10,252,0.08995094084976107,0.8333333333333334,4.548063817307366,0.1374952569467526,75,0.05368718713559308,0.7866666666666666,5.0,0.08430213189746154,93,0.18630377202007642,0.9032258064516129,2.1415271882945888,0.33612501756342295
0.7,0.3,2.5,20,306,0.11967916378494156,0.8398692810457516,3.8484957373746447,0.1841641190893701,96,0.031852972802106284,0.7916666666666666,5.921024014499328,0.05330016034460412,118,0.18787614350652768,0.8813559322033898,2.5155667453940405,0.30827967805011963
0.7,0.3,2.5,30,370,0.13307132502918576,0.8243243243243243,7.95031040342954,0.18780098679188825,117,-0.02418908394545034,0.7008547008547008,12.49302023848097,-0.03252052613456628,141,0.10806841351916575,0.8156028368794326,4.001153847421389,0.16092857998057
0.7,0.5,1.5,10,256,0.047485173784773196,0.80078125,5.188101830328917,0.07964533281175953,78,0.05553358337353457,0.782051282051282,5.0,0.08574935242540489,93,0.09868792485492761,0.8387096774193549,3.5368233186034246,0.16887121281375633
0.7,0.5,1.5,20,310,0.10263145649177495,0.8225806451612904,4.0,0.1716202601199217,95,0.01488456348721174,0.7684210526315789,5.921024014499328,0.02360792296142327,121,0.11867476086566921,0.8429752066115702,4.0,0.2056563858625338
0.7,0.5,1.5,30,374,0.0935723073697333,0.7994652406417112,9.740631985836949,0.1449598823601067,115,-0.03817749578632095,0.7130434782608696,10.52725717271149,-0.056043206411597005,143,0.08591580474218058,0.7902097902097902,5.6780732882885925,0.12755119664656453
0.7,0.5,2.0,10,243,0.06837814682517955,0.8353909465020576,4.695562325247081,0.12462891110604649,76,0.04984242128778156,0.7894736842105263,5.0,0.0792556281102941,90,0.135960603883987,0.8888888888888888,2.7727943918118516,0.26144218564235083
0.7,0.5,2.0,20,295,0.11355024029876033,0.8508474576271187,3.0,0.2061854539125691,92,0.026432881684963657,0.7934782608695652,6.067609650629339,0.044880001779374,113,0.15945837945240707,0.8938053097345132,3.0,0.3125685238570279
0.7,0.5,2.0,30,356,0.12178000080981617,0.8370786516853933,5.508106791113335,0.20370508009975463,107,-0.06475030110444578,0.7102803738317757,11.659010958290617,-0.0977045283829342,135,0.11170991565712628,0.8296296296296296,3.6263391207979314,0.1771578460696173
0.7,0.5,2.5,10,243,0.06461732967419434,0.8395061728395061,4.874528025550301,0.11954373329771972,73,0.05774357201402416,0.7945205479452054,5.0,0.09206020558476796,89,0.13883285962156677,0.898876404494382,2.1415271882945923,0.2739991599140346
0.7,0.5,2.5,20,292,0.09637077634645069,0.8493150684931506,3.0,0.17733083789762472,90,0.025889857360479177,0.8,5.921024014499328,0.04466839088159799,112,0.1528494997326817,0.9017857142857143,2.0,0.3083465966079395
0.7,0.5,2.5,30,346,0.11419661658196975,0.8410404624277457,6.189898032295531,0.19410206948241515,105,-0.06340368504633696,0.7142857142857143,10.391930682494554,-0.09638870381983562,135,0.09939260890583289,0.8296296296296296,4.001153847421389,0.15869463134833597
0.7,0.7,1.5,10,251,0.03233213893585937,0.796812749003984,5.188101830328917,0.054866393802591125,78,0.05553358337353457,0.782051282051282,5.0,0.08574935242540489,88,0.04844019853790294,0.8181818181818182,4.966653377545763,0.08538410188202147
0.7,0.7,1.5,20,295,0.09438209463473651,0.8203389830508474,4.0,0.15769687349440228,90,-0.010965799186660415,0.7555555555555555,6.786046062756494,-0.01727560623464425,108,0.04792950770032797,0.8055555555555556,5.782255183804061,0.08215096550202361
0.7,0.7,1.5,30,347,0.07467920847718837,0.7982708933717579,7.9516515458743875,0.11882391047087335,101,-0.041623014971496966,0.7227722772277227,9.505067562845328,-0.06287947945150721,127,0.009319498151309875,0.7716535433070866,5.889725231596774,0.015128335250120306
0.7,0.7,2.0,10,237,0.0528943865520303,0.8312236286919831,4.695562325247081,0.09769862752503451,76,0.04984242128778156,0.7894736842105263,5.0,0.0792556281102941,85,0.08650642785133937,0.8705882352941177,3.771798246396255,0.17305096363732747
0.7,0.7,2.0,20,281,0.10912767414786022,0.8505338078291815,3.0,0.19807199450376142,87,0.00044167607249980315,0.7816091954022989,7.509240505595253,0.000746362977290286,99,0.08619220776565549,0.8585858585858586,3.0,0.1666931799651453
0.7,0.7,2.0,30,330,0.10390747078328141,0.8393939393939394,3.9475235384983236,0.1810551812300123,95,-0.06264913737856027,0.7263157894736842,10.80885149951257,-0.09840156750697064,119,0.03732206953797451,0.8151260504201681,4.343459992164699,0.06617854164873091
0.7,0.7,2.5,10,237,0.04903835884026066,0.8354430379746836,4.874528025550301,0.09203060677188173,73,0.05774357201402416,0.7945205479452054,5.0,0.09206020558476796,84,0.08896091100148164,0.8809523809523809,3.23354576584976,0.1833611817508006
0.7,0.7,2.5,20,275,0.0923441900986884,0.850909090909091,3.0,0.1708165857634927,85,-0.0007448486384240971,0.788235294117647,6.512491289776723,-0.0012799912293198592,98,0.07789158837488001,0.8673469387755102,2.283193929835263,0.15590402429777447
0.7,0.7,2.5,30,322,0.09200215893133504,0.8416149068322981,5.63024587994785,0.16323997600622764,94,-0.05277026390808253,0.7340425531914894,9.679381664697896,-0.08349891467325433,119,0.034188299434416036,0.8235294117647058,4.675985265780073,0.06227386460817312
0.85,0.3,1.5,10,256,0.07151648519845157,0.765625,6.955152533689224,0.09259309237939461,74,0.09824446874742056,0.7702702702702703,4.0,0.13680124065638144,91,0.11027881768867712,0.7912087912087912,7.264567796925515,0.15709241712782013
0.85,0.3,1.5,20,306,0.1125544514122295,0.7745098039215687,4.690358905919371,0.14415160954423872,98,0.05033625555391125,0.7551020408163265,4.904100589034898,0.07272274172970998,116,0.11966347400336591,0.7672413793103449,6.452763028701195,0.15535986857709552
0.85,0.3,1.5,30,365,0.1140318297262504,0.7534246575342466,9.451711323946519,0.13577163302834244,122,0.02825094976107336,0.6885245901639344,10.691778265863077,0.03515085555473322,140,0.028108089445035334,0.7214285714285714,10.690051681397634,0.037291606770116136
0.85,0.3,2.0,10,241,0.08776269330863065,0.7925311203319502,7.020600538850992,0.11424204620229038,71,0.07590485264853675,0.7605633802816901,4.0,0.10648167784818097,88,0.14532048506091225,0.8409090909090909,6.187945125455265,0.22491084411323528
0.85,0.3,2.0,20,290,0.11193827657628204,0.8,4.0,0.1514077918351561,95,0.04909998526832,0.7684210526315789,6.193789011922707,0.07471514611625074,106,0.1474437170432836,0.8018867924528302,4.290864836382028,0.19838736250249836
0.85,0.3,2.0,30,345,0.12988379776175382,0.7855072463768116,5.7007388896776625,0.16157494570286657,112,0.012676529845731881,0.6875,11.843451725723487,0.015943145577643186,125,0.02353164619205118,0.728,9.102671742561533,0.03155603848650462
0.85,0.3,2.5,10,241,0.08271523612211643,0.7966804979253111,7.375952811308991,0.10867504451197402,68,0.08451012916404751,0.7647058823529411,4.0,0.11846653463851631,86,0.156348723439918,0.8604651162790697,4.690349733189599,0.24957678551947576
0.85,0.3,2.5,20,287,0.09612808203322455,0.8013937282229965,4.0,0.1317577119866599,91,0.055117853649067475,0.7802197802197802,5.4778829281271015,0.0854718035980323,110,0.15362118308201922,0.8272727272727273,3.338774333743263,0.21626752219735715
0.85,0.3,2.5,30,333,0.1337096058641634,0.7897897897897898,6.129080949986459,0.16267959181313335,106,0.009529970719275202,0.6886792452830188,10.309178070233806,0.012037229214994375,129,0.043659512886722915,0.7596899224806202,7.83471871367218,0.061186155318572986
0.85,0.5,1.5,10,248,0.05307144251025197,0.7701612903225806,7.351573357984217,0.07880909135787473,73,0.08609577191179109,0.7671232876712328,4.0,0.12034176712343732,88,0.06525591779975698,0.7840909090909091,7.2645677969255145,0.09935792919040415
0.85,0.5,1.5,20,294,0.0901052043207069,0.782312925170068,4.397539990087168,0.1330642011921262,91,0.035202912328940926,0.7582417582417582,4.904100589034898,0.05191527002634442,110,0.07830872308141777,0.7818181818181819,6.669508034576637,0.11870031831610586
0.85,0.5,1.5,30,347,0.0819686490575254,0.7579250720461095,8.451711323946519,0.11237342996358628,110,-0.025906022108349424,0.6909090909090909,9.138559441606846,-0.03486090963528416,134,0.011031437295611877,0.7238805970149254,10.90679668727308,0.015381235080117843
0.85,0.5,2.0,10,233,0.05918037032861713,0.7982832618025751,7.417021363145986,0.0945925619565655,70,0.0629163600042534,0.7571428571428571,4.0,0.08867970232829261,85,0.09994530637728555,0.8352941176470589,6.187945125455263,0.167875548253708
0.85,0.5,2.0,20,279,0.09314767088598125,0.8100358422939068,5.200294195870189,0.14930319565825353,88,0.03330634616774009,0.7727272727272727,5.61553230694194,0.05213983756025567,101,0.10483972830537741,0.8217821782178217,4.290864836382022,0.1712075074970145
0.85,0.5,2.0,30,329,0.10419677379102157,0.7933130699088146,5.798566392739724,0.15267944749827542,101,-0.05829938878229579,0.6831683168316832,10.875101784760922,-0.08018705341379928,120,0.01526110417843564,0.7416666666666667,9.102671742561533,0.02197207167723326
0.85,0.5,2.5,10,233,0.053982544322435384,0.8025751072961373,7.772373635603984,0.08758098035394048,67,0.071068499185177,0.7611940298507462,4.0,0.10009340926621858,83,0.11027877798243305,0.8554216867469879,4.690349733189597,0.1925607694278404
0.85,0.5,2.5,20,276,0.07643529251582203,0.8115942028985508,5.685098459258445,0.12532111571946622,86,0.031434863536052855,0.7790697674418605,5.0468426105463555,0.050020199869168655,105,0.11300323096154909,0.8476190476190476,3.338774333743256,0.1959937477264721
0.85,0.5,2.5,30,317,0.09608444442062576,0.7981072555205048,5.81625907219846,0.1431163145385831,99,-0.05684236108370917,0.6868686868686869,9.613878966554092,-0.07862039616326182,124,0.03646737007897691,0.7741935483870968,7.834718713672181,0.05520865042154861
0.85,0.7,1.5,10,243,0.030915360215293414,0.7654320987654321,7.361030855142186,0.047023665540242815,73,0.08609577191179109,0.7671232876712328,4.0,0.12034176712343732,84,0.027608503116702703,0.7619047619047619,7.264567796925519,0.041505090431858134
0.85,0.7,1.5,20,279,0.07231934704488385,0.7777777777777778,6.64728366984587,0.10787781423179214,88,0.0061669439211020135,0.75,6.511144361077708,0.009176559814219857,100,0.01218062877591716,0.74,6.9703869137285945,0.017902754369446258
0.85,0.7,1.5,30,321,0.06073191355525447,0.7570093457943925,7.097778571488251,0.0857327398039742,98,-0.03325019696590201,0.7040816326530612,9.456476449490578,-0.04664783625738393,121,-0.02753880178409373,0.7107438016528925,11.687091691290203,-0.039132182373552045
0.85,0.7,2.0,10,228,0.04234880390591395,0.793859649122807,7.417021363145986,0.06889121524104873,70,0.0629163600042534,0.7571428571428571,4.0,0.08867970232829261,81,0.06309379189641498,0.8148148148148148,6.187945125455261,0.10442696417894212
0.85,0.7,2.0,20,266,0.08504741544629048,0.8082706766917294,6.032196212556373,0.13670243570325785,85,0.0030405881964374933,0.7647058823529411,7.0228481767230235,0.004822283419751248,90,0.03139537164214907,0.7777777777777778,5.061787256983095,0.04928722183342974
0.85,0.7,2.0,30,305,0.08825519830536119,0.7967213114754098,5.871164358954532,0.1341714474903806,91,-0.05865555623399594,0.7032967032967034,11.11788773205784,-0.08503323459423678,108,-0.019953878716745834,0.7314814814814815,10.108812719496838,-0.029449100865493266
0.85,0.7,2.5,10,228,0.037036990487315916,0.7982456140350878,7.772373635603984,0.06122493466758587,67,0.071068499185177,0.7611940298507462,4.0,0.10009340926621858,79,0.07301752752002892,0.8354430379746836,4.690349733189598,0.12554100768892662
0.85,0.7,2.5,20,260,0.06777578394066511,0.8115384615384615,6.517000475944631,0.11208720221626044,83,0.00037216624140484967,0.7710843373493976,6.1008638565214435,0.0006009122797036556,93,0.04129152847252763,0.8064516129032258,4.665821979221173,0.06865467912063886
0.85,0.7,2.5,30,295,0.07562932060120214,0.8,5.888857038413267,0.11729092094676263,90,-0.04668976200474758,0.7111111111111111,9.874679279438688,-0.06793317202674139,111,0.0028853145056073493,0.7657657657657657,8.794194275489494,0.004485730162296298
1.0,0.3,1.5,10,244,0.10615672447288851,0.7540983606557377,6.417826510222617,0.1239658858348911,72,0.12505360987463623,0.7361111111111112,4.0,0.15315332163040418,89,0.1514087895496915,0.7865168539325843,6.605373878735902,0.196663975470838
1.0,0.3,1.5,20,286,0.13229849889690196,0.7482517482517482,5.962087653938177,0.15034430358944675,95,0.06403866982913999,0.7157894736842105,5.402113619843521,0.08164470731496973,110,0.13338523157157733,0.7454545454545455,5.826780033766115,0.1604442344426005
1.0,0.3,1.5,30,342,0.1355603617072324,0.7280701754385965,10.325134402701735,0.14343194907601248,117,0.04772634783294093,0.6666666666666666,9.034807159348475,0.054602152476419204,132,0.049690208307075816,0.7045454545454546,9.400060801644276,0.05994466753691889
1.0,0.3,2.0,10,225,0.12466879479200318,0.7822222222222223,6.420326615463507,0.1446076041781542,68,0.13088374870886968,0.75,4.0,0.16526360267139603,86,0.18476922827751027,0.8372093023255814,5.691700147594419,0.25918285079462877
1.0,0.3,2.0,20,268,0.12212988480031621,0.7723880597014925,6.1573563248393945,0.14624494057041448,90,0.08265644056458035,0.7444444444444445,5.6985753081443615,0.1123008293620873,101,0.15937374803496204,0.7821782178217822,4.0,0.19926367239565523
1.0,0.3,2.0,30,317,0.14595078695888858,0.7570977917981072,6.042806347797402,0.15966924657034628,107,0.02495371922877401,0.6635514018691588,11.133131185109814,0.028939054298936645,117,0.040220093168995864,0.7094017094017094,8.061966755954742,0.04892658197494523
1.0,0.3,2.5,10,224,0.12290418482604075,0.7901785714285714,6.8042373471635464,0.14411680557492126,63,0.14241233915868204,0.746031746031746,4.0,0.17656908100316704,84,0.19417952545600384,0.8571428571428571,4.282764391987758,0.2798102059853872
1.0,0.3,2.5,20,265,0.10642093632973977,0.7773584905660378,5.840155872330559,0.12978133021240779,87,0.07472027770192652,0.7471264367816092,5.442846951142123,0.10239803849743206,105,0.16332121752499945,0.8095238095238095,3.0,0.213807747711318
1.0,0.3,2.5,30,307,0.14980271993278785,0.762214983713355,7.298510433336979,0.15980416350838098,101,0.01817060358041,0.6633663366336634,9.19309218266521,0.021184479715815815,121,0.061222666376249214,0.743801652892562,6.923198486673153,0.07778220140427247
1.0,0.5,1.5,10,237,0.07729164649995514,0.7552742616033755,6.884203950569668,0.10606668916073657,71,0.11049182413553214,0.7323943661971831,4.0,0.13592849665167764,86,0.09796475083643166,0.7790697674418605,6.6053738787359055,0.1378699952705916
1.0,0.5,1.5,20,276,0.10495574179408738,0.7572463768115942,4.838574387698465,0.14084238021284032,88,0.042000462117023726,0.7159090909090909,5.102094911802165,0.05453677512008251,105,0.10454483605141553,0.7619047619047619,6.0817741583254605,0.14291209492947152
1.0,0.5,1.5,30,326,0.09384442064182401,0.7300613496932515,10.325134402701732,0.11688579766474297,106,-0.03700164252253924,0.6509433962264151,10.149371316249306,-0.04602402192048659,128,0.02638054633508476,0.703125,9.655054926203618,0.03357515059794342
1.0,0.5,2.0,10,219,0.0820174578548394,0.7853881278538812,6.886704055810558,0.12177943413987818,67,0.11553961962465843,0.746268656716418,4.0,0.14668029635595373,83,0.13059927631176466,0.8313253012048193,5.691700147594425,0.20204810239182536
1.0,0.5,2.0,20,259,0.09883657384732884,0.7837837837837838,5.181125017453778,0.14452877062291145,83,0.06080336733467219,0.7469879518072289,5.863736824687193,0.08490107791327142,97,0.13060188880700296,0.8041237113402062,4.0,0.19182854447393316
1.0,0.5,2.0,30,304,0.11108121484055515,0.7631578947368421,6.042806347797399,0.14695305710294834,94,-0.06449875389485761,0.648936170212766,11.736651622857547,-0.08270427534556618,114,0.025713591196685107,0.7192982456140351,8.061966755954744,0.03371131338072847
1.0,0.5,2.5,10,218,0.08003747052938741,0.7935779816513762,7.270614787510596,0.12125299837551747,62,0.12601672531687005,0.7419354838709677,4.0,0.15703348001948317,81,0.139020573337221,0.8518518518518519,4.282764391987762,0.2229137776251011
1.0,0.5,2.5,20,256,0.0822163653677195,0.7890625,5.651853393590197,0.12418862235837524,82,0.043948896959725516,0.7439024390243902,4.955519977391214,0.061847926354275475,101,0.13592939647207433,0.8316831683168316,3.0,0.2116290918634637
1.0,0.5,2.5,30,293,0.09986253660008933,0.7679180887372014,7.298510433336963,0.13456161384712095,92,-0.0643211276249547,0.6521739130434783,10.444179490733463,-0.08298323853346078,118,0.047741873959116436,0.7542372881355932,6.9231984866731535,0.06570622334955546
1.0,0.7,1.5,10,232,0.050309923819420774,0.75,6.884203950569668,0.07122816903081325,71,0.11049182413553214,0.7323943661971831,4.0,0.13592849665167764,82,0.05577929385319322,0.7560975609756098,6.605373878735906,0.0778706589135869
1.0,0.7,1.5,20,262,0.08151132707462173,0.7519083969465649,6.330312354013518,0.11109879551568363,85,0.006655510165767881,0.7058823529411765,7.855863881551527,0.008740295458876807,97,0.029419412293448344,0.7216494845360825,6.08177415832546,0.03965160208994996
1.0,0.7,1.5,30,302,0.06792668470400982,0.7317880794701986,8.257565869787886,0.08827045380620994,95,-0.02830851298688342,0.6631578947368421,10.333964200615316,-0.035454572978365406,117,-0.013743188005498562,0.6923076923076923,10.57304904857671,-0.017961253771435457
1.0,0.7,2.0,10,214,0.061209734929405915,0.780373831775701,6.886704055810558,0.09312128361965225,67,0.11553961962465843,0.746268656716418,4.0,0.14668029635595373,79,0.08903983686277496,0.810126582278481,5.691700147594424,0.13658567578691205
